2011/4/6
hh:mm:ss,mode0,mode1,mod2
0:0:0,-1.0389010262617242,-0.7116699086950528,-0.8648547886927994
1:0:0,-1.0266177389536397,-0.8992046061726121,-0.7291603778285872
2:0:0,-1.0023559509890854,-0.9914316933140009,-0.6851867439174525
3:0:0,-0.9805662175624409,-0.9515881692163344,-0.5726757285024647
4:0:0,-0.9306590494987135,-0.9196582194088905,-0.5034225419197407
5:0:0,-0.9148826713987139,-0.8149349541361134,-0.4214741309140593
6:0:0,-0.8742517919354276,-0.6747162644910262,-0.29209693140709864
7:0:0,-0.8046813798119347,-0.49663086912855103,-0.21858333348158496
8:0:0,-0.7021545946712083,-0.25613623025468085,-0.0774488560058367
9:0:0,-0.6323584252967396,-0.038448510188118276,0.03630730207514903
10:0:0,-0.5589043978566011,0.18543471846948267,0.0989894179343081
11:0:0,-0.48942303373460433,0.46700071656654163,0.25221545684981234
12:0:0,-0.35530900844859703,0.6832696631969623,0.3254634159475263
13:0:0,-0.3171811474623748,0.8151102403153249,0.43960181488005473
14:0:0,-0.11620621883045654,0.9288228356453648,0.4922647743427477
15:0:0,-0.08890546987891314,0.947574329953143,0.6470074274835218
16:0:0,0.017211758706760172,0.9418559418383501,0.6705441901208369
17:0:0,0.1351006461405725,0.9130046303076408,0.8138854611584289
18:0:0,0.24682908395103553,0.7976290093339768,0.8349829927382372
19:0:0,0.33950811299019684,0.5817141063286235,0.9228191843415168
20:0:0,0.5062065921051333,0.3678392046400632,0.9325602979798299
21:0:0,0.5451875118796299,0.18753838384215635,1.0023694431004637
22:0:0,0.7037482382474806,-0.12388001656453593,1.0036352478972699
23:0:0,0.7507883544829352,-0.3025390374778809,0.9942014553738431
