2011/4/1
hh:mm:ss,mode0,mode1,mod2
0:0:0,0.5667528768388364,0.885809640025079,0.23108127799976852
1:0:0,0.4932390911591263,0.9567389749679371,0.5386684883061955
2:0:0,0.35467021139654986,1.0354313743986343,0.8277338204905564
3:0:0,0.26976289590214175,1.007923664776447,0.922240641173904
4:0:0,0.09808058980562656,0.9580387405915615,1.0439051190839432
5:0:0,0.03381736686602456,0.8241040351611789,0.9128462315840578
6:0:0,-0.04342119584338565,0.6038022765818803,0.7865458854564342
7:0:0,-0.18507289348238365,0.35392837868035376,0.5168374604341802
8:0:0,-0.3081775178437788,0.17026316590550938,0.215243630081176
9:0:0,-0.3993357916613355,-0.06222531798674147,-0.10736775444741103
10:0:0,-0.466179662153379,-0.39721240668958674,-0.4289024669312777
11:0:0,-0.6171251213535754,-0.5686836980428747,-0.6815168283635075
12:0:0,-0.7235820444908528,-0.7410038839991244,-0.9341923745565225
13:0:0,-0.7792177926837526,-0.8687752778907796,-0.9889469726949649
14:0:0,-0.8388152540488004,-0.9672593163798019,-0.9383590770019479
15:0:0,-0.9318340491675017,-0.9591601345838295,-0.8030720704339555
16:0:0,-0.8855020677022091,-0.9323584895356607,-0.6330352979184555
17:0:0,-0.9576473209732782,-0.8933804793575427,-0.3759585644002945
18:0:0,-0.9547727218157321,-0.7332756350361733,0.039260374801927914
19:0:0,-0.9610512658132109,-0.5523011669880535,0.28663816541076304
20:0:0,-0.967630863912628,-0.31255113427334974,0.6682600377738356
21:0:0,-1.0100419236228915,-0.04929870771918232,0.8226486351068419
22:0:0,-0.9932825836691177,0.23470767199970877,0.9875856282207961
23:0:0,-0.9656901788188537,0.4758157808040026,1.0314868805505046
