2011/4/12
hh:mm:ss,mode0,mode1,mod2
0:0:0,0.3941804836088402,0.554686345688412,-0.8765983792258356
1:0:0,0.1720068144294997,0.22095028735714076,-0.7342332443242976
2:0:0,-0.11083229757330967,-0.0785615464030305,-0.6869403769608085
3:0:0,-0.3356359369114279,-0.4181992521912112,-0.5946758310270535
4:0:0,-0.5936180013372025,-0.7039117065153903,-0.5092989624588383
5:0:0,-0.7232937707985791,-0.9132934907892297,-0.33349929205864337
6:0:0,-0.8955359602950415,-0.985204222774714,-0.24664919821683323
7:0:0,-0.9270114051399737,-0.9687899403541941,-0.11066281783527832
8:0:0,-0.976580540983856,-0.8436636145414573,0.043472857742596606
9:0:0,-0.9998321937505572,-0.6339251754338485,0.17315920468846682
10:0:0,-0.8515714358220821,-0.3341650980897606,0.27914488549190025
11:0:0,-0.7029384485312973,-0.03334076610116776,0.3367044677218975
12:0:0,-0.49843588214431944,0.3290638173935737,0.4833730432229772
13:0:0,-0.3257270286126249,0.59084463416654,0.6031326560058218
14:0:0,-0.07501425279629417,0.8016198301735885,0.7176698232893812
15:0:0,0.14399988741414513,0.9891203490303417,0.7245478738057204
16:0:0,0.4508636584044421,0.9498565641784767,0.8694123031163066
17:0:0,0.6036871112724643,0.8991372548226817,0.887572171025749
18:0:0,0.8218823533677074,0.7695586209756462,0.9529649712896944
19:0:0,0.9042640671840168,0.47984001069626875,0.9930851543119261
20:0:0,0.9729886068972093,0.20900071477094323,0.9495036563033286
21:0:0,1.0193406049489317,-0.09406951761506695,1.0385830869996426
22:0:0,0.9286483349795905,-0.43998854305989143,0.9747280430792534
23:0:0,0.7749409608193494,-0.7660286923857855,0.9969745194915373
