2011/4/18
hh:mm:ss,mode0,mode1,mod2
0:0:0,0.17956382047871264,0.6758974360640064,0.11537271181383082
1:0:0,-0.1253303589285595,0.7674322266921826,0.002752300516478203
2:0:0,-0.35485600273841816,0.85095467706315,-0.1789028984923292
3:0:0,-0.5740289715588496,0.9600506490329656,-0.34141579118129267
4:0:0,-0.7301825096231235,0.9411063503057258,-0.4844856044226395
5:0:0,-0.9107694098843949,1.0224058531856002,-0.5946747135490343
6:0:0,-1.003502296914902,0.9510546291202394,-0.7949579050773429
7:0:0,-1.0124944818343422,0.9477146175004646,-0.8804216446810932
8:0:0,-1.0085066590987097,0.9974966250768331,-0.8990145968857368
9:0:0,-0.8789596030656177,0.9385414028105428,-0.9687024873997592
10:0:0,-0.674208614628456,0.8813953380616579,-0.989157588678297
11:0:0,-0.5118557951223017,0.7157356163550814,-0.9770739416276545
12:0:0,-0.25873280846173413,0.6874995280587517,-0.9350593459644734
13:0:0,-0.012222326619616367,0.5184141490000868,-0.9173324571003928
14:0:0,0.22438965311102346,0.45533778387874774,-0.8356528380526421
15:0:0,0.4320089518608153,0.2501571395966339,-0.6641175673691035
16:0:0,0.6300736457769255,0.18834727924717343,-0.5364302320025425
17:0:0,0.7835219074123895,0.014307582174455125,-0.3913640559643637
18:0:0,0.9636980885667522,-0.13108893616115877,-0.2668374170359577
19:0:0,0.9785820458215045,-0.29773772699429935,-0.10449337788746747
20:0:0,1.0163394281965943,-0.39717855819146247,0.03288083106043732
21:0:0,0.8952488516461139,-0.5291683507186101,0.23159341259327265
22:0:0,0.8152750985054095,-0.6429328303382406,0.32541731369828236
23:0:0,0.608073246302494,-0.7270419221988996,0.5305030911949751
