2011/4/20
hh:mm:ss,mode0,mode1,mod2
0:0:0,-1.0298383332334893,0.1476965236041508,0.8297298681048526
1:0:0,-0.9537274931396151,-0.3026264508907488,1.0028944110455207
2:0:0,-1.0299502049032085,-0.7336736085401688,0.9145584432201177
3:0:0,-0.9506444428482549,-0.9641743445597746,0.6384991250277468
4:0:0,-0.8893607278183122,-0.9887953683069883,0.09234114626091697
5:0:0,-0.7930162006691691,-0.7366086944957166,-0.3829402773206167
6:0:0,-0.6374393944258756,-0.27287312609901,-0.8053555760297013
7:0:0,-0.48042279622285955,0.2371633584743153,-1.0230058663913368
8:0:0,-0.3789002383802462,0.6123261808728602,-0.936834296156315
9:0:0,-0.18101788108132497,0.962132384427567,-0.7088342971393363
10:0:0,-0.07924370940796553,0.9504365234452892,-0.313733449687447
11:0:0,0.11390037778873464,0.8452014091435945,0.1780110247604482
12:0:0,0.2610382606214961,0.4179398365715564,0.6718717778960414
13:0:0,0.4293037417747865,-0.08954147057423169,0.8932968845245154
14:0:0,0.6248802362213112,-0.554624289621232,0.9440172072182135
15:0:0,0.7162022442514719,-0.8614091928459015,0.7713927100584349
16:0:0,0.8461545935561732,-1.0054702618034792,0.40608587979219973
17:0:0,0.86492513305946,-0.9182576924981807,-0.12338817974947922
18:0:0,0.9436309692499452,-0.5704814398079452,-0.5084573643509032
19:0:0,0.9913489921671322,-0.07896268181024925,-0.9006676804747544
20:0:0,0.9902600038507008,0.42190576597597734,-0.9839504900387046
21:0:0,0.9432760821356625,0.7543266137641254,-0.8946948654697733
22:0:0,0.9786845632247958,0.9904049149439971,-0.5291078571206214
23:0:0,0.8293908788487504,0.9619864945875758,-0.05962205319622493
